"","x"
"1",14.672
"2",20.9181818181818
"3",21.1576363636364
"4",16.122
"5",16.7687272727273
"6",11.8065454545455
"7",21.5661818181818
"8",21.0527272727273
"9",13.8605454545455
"10",18.5925454545455
"11",13.8809090909091
"12",23.4476363636364
"13",11.5781818181818
"14",16.5629090909091
"15",19.2027272727273
"16",10.0405454545455
"17",22.816
"18",17.2225454545454
"19",16.3409090909091
"20",2.94072727272727
"21",20.5829090909091
"22",17.7847272727273
"23",25.5229090909091
"24",20.7776363636364
"25",16.5321818181818
"26",16.0229090909091
"27",12.7849090909091
"28",22.2669090909091
"29",19.154
"30",18.1676363636364
"31",23.1621818181818
"32",16.8285454545454
"33",18.0281818181818
"34",21.5161818181818
"35",20.0067272727273
"36",17.2101818181818
"37",14.6985454545455
"38",19.7167272727273
"39",15.9769090909091
"40",26.7921818181818
"41",16.672
"42",23.312
"43",20.5587272727273
"44",21.8547272727273
"45",11.6167272727273
"46",24.6581818181818
"47",15.5556363636364
"48",25.7545454545455
"49",25.384
"50",14.4561818181818
"51",20.6585454545455
"52",19.7025454545455
"53",11.5705454545455
"54",24.6236363636364
"55",13.1069090909091
"56",18.4549090909091
"57",15.3925454545454
"58",17.5087272727273
"59",23.4336363636364
"60",18.8021818181818
"61",27.2861818181818
"62",24.1447272727273
"63",19.3167272727273
"64",18.6269090909091
"65",2.91963636363636
"66",19.7516363636364
"67",15.8347272727273
"68",19.8647272727273
"69",12.2245454545455
"70",20.7289090909091
"71",21.2149090909091
"72",13.8545454545455
"73",25.4927272727273
"74",13.6681818181818
"75",18.2987272727273
"76",13.8581818181818
"77",20.6416363636364
"78",13.6441818181818
"79",20.9029090909091
"80",18.4245454545455
"81",13.8241818181818
"82",21.8756363636364
"83",25.02
"84",23.1749090909091
"85",9.48872727272727
"86",18.5569090909091
"87",13.9241818181818
"88",28.8309090909091
"89",26.7781818181818
"90",22.4281818181818
"91",21.2396363636364
"92",16.8756363636364
"93",26.7949090909091
"94",11.8261818181818
"95",8.60090909090909
"96",19.4885454545455
"97",17.8525454545455
"98",18.0207272727273
"99",16.5336363636364
"100",22.6585454545455
"101",11.7396363636364
"102",15.3165454545454
"103",16.1089090909091
"104",9.93218181818181
"105",12.8629090909091
"106",23.3521818181818
"107",23.1629090909091
"108",16.3387272727273
"109",23.0256363636364
"110",11.4601818181818
"111",27.964
"112",9.82654545454545
"113",19.074
"114",24.0441818181818
"115",23.2909090909091
"116",10.8641818181818
"117",24.9081818181818
"118",25.4745454545454
"119",10.2145454545455
"120",23.6507272727273
"121",23.1476363636364
"122",17.996
"123",20.836
"124",24.836
"125",21.6416363636364
"126",18.4549090909091
"127",20.0521818181818
"128",19.532
"129",25.88
"130",14.974
"131",24.7909090909091
"132",9.40272727272727
"133",16.5067272727273
"134",18.6196363636364
"135",29.0667272727273
"136",23.4745454545455
"137",13.4849090909091
"138",20.9216363636364
"139",29.572
"140",16.4847272727273
"141",22.9269090909091
"142",14.04
"143",16.2816363636364
"144",4.23690909090909
"145",19.7249090909091
"146",20.3905454545454
"147",18.2067272727273
"148",21.6469090909091
"149",9.63054545454545
"150",21.656
"151",15.3021818181818
"152",14.7456363636364
"153",16.0976363636364
"154",16.2449090909091
"155",25.2961818181818
"156",21.3696363636364
"157",25.5801818181818
"158",18.4249090909091
"159",21.2216363636364
"160",11.4081818181818
"161",13.9865454545455
"162",14.1581818181818
"163",21.8285454545454
"164",15.0336363636364
"165",16.8421818181818
"166",15.9667272727273
"167",23.2505454545454
"168",10.9425454545455
"169",11.2069090909091
"170",20.3467272727273
"171",23.9565454545454
"172",24.1089090909091
"173",12.9796363636364
"174",27.3867272727273
"175",21.0207272727273
"176",20.7836363636364
"177",14.2341818181818
"178",20.216
"179",15.9521818181818
"180",15.1021818181818
"181",19.7585454545454
"182",23.6767272727273
"183",24.8249090909091
"184",21.4967272727273
"185",14.5976363636364
"186",20.032
"187",16.8009090909091
"188",35.9576363636364
"189",16.7176363636364
"190",21.9169090909091
"191",24.4569090909091
"192",19.4556363636364
"193",21.4825454545455
"194",22.4045454545454
"195",25.6501818181818
"196",11.6501818181818
"197",23.8056363636364
"198",23.2501818181818
"199",17.5165454545455
"200",10.4265454545455
"201",18.4301818181818
"202",26.1949090909091
"203",9.59290909090909
"204",18.498
"205",21.6909090909091
"206",33.9567272727273
"207",29.0121818181818
"208",14.3105454545454
"209",20.9301818181818
"210",17.7427272727273
"211",20.5936363636364
